user,exercise,reps,sets
User_195,Leg Press,6,2
User_196,Leg Press,12,4
User_196,Shoulder Press,14,2
User_196,Deadlifts,5,4
User_196,Shoulder Press,7,3
User_196,Leg Press,13,3
User_197,Leg Press,11,3
User_197,Bicep Curls,7,2
User_197,Lunges,6,2
User_197,Bench Press,13,5
User_197,Plank,12,3
User_198,Plank,15,2
User_198,Plank,10,4
User_198,Lunges,10,5
User_198,Leg Press,7,4
User_198,Lunges,13,4
User_199,Tricep Dips,10,2
User_199,Squats,11,3
User_199,Shoulder Press,5,3
User_199,Squats,9,2
User_199,Leg Press,9,5
User_200,Shoulder Press,8,2
User_200,Leg Press,5,3
User_200,Push-Ups,9,3
User_200,Leg Press,6,2
User_200,Lunges,12,4
User_201,Squats,6,4
User_201,Plank,14,3
User_201,Plank,10,5
User_201,Lunges,6,5
User_201,Push-Ups,9,4
User_202,Lunges,15,5
User_202,Deadlifts,5,4
User_202,Squats,7,3
User_202,Plank,13,5
User_202,Squats,12,5
User_203,Tricep Dips,13,4
User_203,Lunges,6,3
User_203,Shoulder Press,6,4
User_203,Lunges,14,5
User_203,Deadlifts,7,4
User_204,Tricep Dips,11,5
User_204,Tricep Dips,11,5
User_204,Leg Press,9,2
User_204,Bench Press,11,5
User_204,Bench Press,12,4
User_205,Squats,9,2
User_205,Bench Press,7,3
User_205,Shoulder Press,5,3
User_205,Bench Press,12,5
User_205,Deadlifts,6,2
User_206,Lunges,9,3
User_206,Lunges,8,4
User_206,Leg Press,8,3
User_206,Push-Ups,10,3
User_206,Shoulder Press,14,5
User_207,Shoulder Press,5,4
User_207,Deadlifts,10,2
User_207,Push-Ups,12,3
User_207,Deadlifts,15,5
User_207,Deadlifts,12,2
User_208,Squats,8,4
User_208,Plank,8,5
User_208,Lunges,6,3
User_208,Deadlifts,13,2
User_208,Leg Press,8,2
User_209,Shoulder Press,15,3
User_209,Push-Ups,8,5
User_209,Plank,10,2
User_209,Squats,12,4
User_209,Deadlifts,8,2
User_210,Plank,11,5
User_210,Squats,11,2
User_210,Tricep Dips,5,5
User_210,Shoulder Press,6,4
User_210,Lunges,10,2
User_211,Push-Ups,10,3
User_211,Squats,12,4
User_211,Bench Press,15,3
User_211,Leg Press,7,5
User_211,Tricep Dips,12,4
User_212,Shoulder Press,14,5
User_212,Leg Press,7,3
User_212,Plank,8,4
User_212,Squats,14,5
User_212,Lunges,7,5
User_213,Leg Press,10,5
User_213,Plank,12,4
User_213,Leg Press,15,5
User_213,Lunges,7,2
User_213,Bicep Curls,9,4
User_214,Bench Press,7,2
User_214,Tricep Dips,7,4
User_214,Leg Press,9,4
User_214,Leg Press,12,4
User_214,Plank,12,5
User_215,Push-Ups,13,2
User_215,Push-Ups,8,2
User_215,Shoulder Press,14,3
User_215,Bicep Curls,11,4
User_215,Deadlifts,8,5
User_216,Squats,14,3
User_216,Bench Press,7,5
User_216,Push-Ups,8,5
User_216,Tricep Dips,6,3
User_216,Tricep Dips,7,3
User_217,Bench Press,6,2
User_217,Deadlifts,14,4
User_217,Shoulder Press,15,5
User_217,Leg Press,8,5
User_217,Shoulder Press,9,2
User_218,Plank,11,3
User_218,Plank,14,3
User_218,Bench Press,15,5
User_218,Push-Ups,7,2
User_218,Plank,7,5
User_219,Deadlifts,6,3
User_219,Plank,6,5
User_219,Tricep Dips,8,2
User_219,Leg Press,7,5
User_219,Deadlifts,7,5
User_220,Squats,8,5
User_220,Leg Press,13,5
User_220,Bench Press,12,2
User_220,Plank,9,2
User_220,Squats,12,2
User_221,Push-Ups,15,2
User_221,Shoulder Press,8,5
User_221,Push-Ups,14,5
User_221,Deadlifts,14,4
User_221,Tricep Dips,5,5
User_222,Shoulder Press,9,5
User_222,Lunges,5,5
User_222,Bicep Curls,7,4
User_222,Squats,14,4
User_222,Tricep Dips,12,4
User_223,Bicep Curls,11,4
User_223,Tricep Dips,14,4
User_223,Push-Ups,15,3
User_223,Plank,7,3
User_223,Squats,6,4
User_224,Push-Ups,11,4
User_224,Deadlifts,10,4
User_224,Deadlifts,6,3
User_224,Lunges,11,5
User_224,Bench Press,12,5
User_225,Deadlifts,5,4
User_225,Bicep Curls,15,5
User_225,Bench Press,11,5
User_225,Push-Ups,12,2
User_225,Deadlifts,8,2
User_226,Push-Ups,13,2
User_226,Leg Press,12,4
User_226,Push-Ups,6,2
User_226,Shoulder Press,15,4
User_226,Shoulder Press,5,5
User_227,Leg Press,14,2
User_227,Bench Press,13,2
User_227,Leg Press,7,2
User_227,Lunges,14,3
User_227,Leg Press,5,3
User_228,Push-Ups,5,5
User_228,Plank,13,2
User_228,Leg Press,12,2
User_228,Plank,13,2
User_228,Push-Ups,11,4
User_229,Bicep Curls,10,2
User_229,Squats,11,3
User_229,Bench Press,14,3
User_229,Bicep Curls,13,3
User_229,Lunges,15,2
User_230,Squats,12,3
User_230,Squats,10,5
User_230,Bench Press,11,3
User_230,Shoulder Press,15,2
User_230,Plank,10,2
User_231,Lunges,10,2
User_231,Squats,8,2
User_231,Tricep Dips,7,2
User_231,Shoulder Press,7,4
User_231,Lunges,7,4
User_232,Deadlifts,9,5
User_232,Deadlifts,15,2
User_232,Tricep Dips,14,2
User_232,Push-Ups,14,3
User_232,Shoulder Press,14,3
User_233,Squats,8,3
User_233,Squats,12,3
User_233,Tricep Dips,8,2
User_233,Plank,5,4
User_233,Tricep Dips,5,5
User_234,Lunges,10,4
User_234,Bicep Curls,12,2
User_234,Leg Press,5,5
User_234,Tricep Dips,8,5
User_234,Shoulder Press,12,2
User_235,Plank,14,3
User_235,Bench Press,5,2
User_235,Plank,8,4
User_235,Bicep Curls,14,5
User_235,Bench Press,12,3
User_236,Bench Press,14,3
User_236,Bench Press,11,5
User_236,Bicep Curls,9,3
User_236,Bicep Curls,7,4
User_236,Push-Ups,13,2
User_237,Tricep Dips,5,5
User_237,Squats,10,5
User_237,Deadlifts,15,2
User_237,Plank,15,2
User_237,Squats,13,2
User_238,Push-Ups,7,5
User_238,Deadlifts,11,2
User_238,Lunges,6,4
User_238,Bench Press,12,5
User_238,Lunges,8,2
User_239,Tricep Dips,15,2
User_239,Plank,12,4
User_239,Shoulder Press,6,5
User_239,Bicep Curls,9,3
User_239,Push-Ups,12,3
User_240,Lunges,10,4
User_240,Lunges,6,4
User_240,Leg Press,11,5
User_240,Bench Press,14,5
User_240,Lunges,6,3
User_241,Lunges,8,3
User_241,Plank,11,2
User_241,Shoulder Press,6,5
User_241,Plank,7,4
User_241,Bicep Curls,13,3
User_242,Deadlifts,8,2
User_242,Bicep Curls,13,5
User_242,Plank,9,3
User_242,Bench Press,6,4
User_242,Leg Press,14,3
User_243,Deadlifts,5,4
User_243,Leg Press,10,3
User_243,Squats,11,3
User_243,Bicep Curls,6,3
User_243,Lunges,9,3
User_244,Bicep Curls,5,4
User_244,Bicep Curls,15,2
User_244,Bicep Curls,11,2
User_244,Deadlifts,13,2
User_244,Shoulder Press,8,3
User_245,Squats,15,2
User_245,Shoulder Press,14,5
User_245,Deadlifts,7,5
User_245,Lunges,7,4
User_245,Shoulder Press,12,2
User_246,Lunges,13,2
User_246,Plank,13,5
User_246,Leg Press,11,3
User_246,Tricep Dips,14,3
User_246,Deadlifts,13,5
User_247,Squats,11,4
User_247,Squats,13,3
User_247,Bench Press,15,2
User_247,Bicep Curls,13,3
User_247,Lunges,12,4
User_248,Deadlifts,13,5
User_248,Deadlifts,10,5
User_248,Squats,13,2
User_248,Deadlifts,9,5
User_248,Tricep Dips,15,3
User_249,Leg Press,14,4
User_249,Tricep Dips,14,2
User_249,Deadlifts,9,2
User_249,Tricep Dips,12,4
User_249,Squats,7,4
User_250,Bicep Curls,15,3
User_250,Lunges,12,2
User_250,Deadlifts,13,2
User_250,Tricep Dips,6,4
User_250,Deadlifts,11,5
User_251,Bench Press,13,2
User_251,Deadlifts,10,5
User_251,Bicep Curls,13,5
User_251,Plank,13,5
User_251,Leg Press,14,2
User_252,Bicep Curls,7,2
User_252,Lunges,11,5
User_252,Deadlifts,13,4
User_252,Shoulder Press,9,2
User_252,Lunges,7,2
User_253,Squats,12,4
User_253,Squats,12,3
User_253,Tricep Dips,5,5
User_253,Push-Ups,12,5
User_253,Bicep Curls,5,2
User_254,Deadlifts,11,2
User_254,Bicep Curls,6,2
User_254,Deadlifts,14,4
User_254,Deadlifts,6,3
User_254,Tricep Dips,11,2
User_255,Bicep Curls,11,2
User_255,Shoulder Press,5,4
User_255,Plank,11,5
User_255,Shoulder Press,9,5
User_255,Shoulder Press,8,2
User_256,Leg Press,5,2
User_256,Deadlifts,7,3
User_256,Tricep Dips,8,3
User_256,Leg Press,8,3
User_256,Shoulder Press,9,3
User_257,Bench Press,7,4
User_257,Push-Ups,6,4
User_257,Deadlifts,6,5
User_257,Plank,8,3
User_257,Bench Press,13,3
User_258,Leg Press,7,4
User_258,Push-Ups,11,2
User_258,Shoulder Press,6,4
User_258,Squats,14,4
User_258,Push-Ups,7,3
User_259,Bicep Curls,5,2
User_259,Deadlifts,8,2
User_259,Squats,5,3
User_259,Leg Press,14,4
User_259,Leg Press,15,2
User_260,Bench Press,14,3
User_260,Bicep Curls,10,2
User_260,Tricep Dips,8,2
User_260,Bench Press,7,5
User_260,Bicep Curls,15,4
User_261,Shoulder Press,9,5
User_261,Bicep Curls,12,3
User_261,Bicep Curls,15,3
User_261,Tricep Dips,11,3
User_261,Squats,11,5
User_262,Deadlifts,5,5
User_262,Lunges,11,4
User_262,Shoulder Press,6,4
User_262,Push-Ups,14,5
User_262,Push-Ups,14,3
User_263,Leg Press,10,5
User_263,Bench Press,8,4
User_263,Bench Press,8,3
User_263,Bench Press,14,2
User_263,Bench Press,7,4
User_264,Deadlifts,8,3
User_264,Push-Ups,12,5
User_264,Bicep Curls,6,3
User_264,Shoulder Press,5,5
User_264,Bicep Curls,13,5
User_265,Bicep Curls,6,2
User_265,Bench Press,15,4
User_265,Tricep Dips,5,5
User_265,Bench Press,7,3
User_265,Tricep Dips,15,3
User_266,Lunges,9,3
User_266,Push-Ups,12,3
User_266,Bench Press,11,4
User_266,Squats,14,3
User_266,Lunges,12,4
User_267,Bench Press,8,4
User_267,Shoulder Press,14,2
User_267,Lunges,11,5
User_267,Lunges,11,5
User_267,Tricep Dips,6,5
User_268,Push-Ups,11,4
User_268,Leg Press,15,3
User_268,Plank,7,2
User_268,Squats,11,5
User_268,Tricep Dips,13,4
User_269,Leg Press,10,3
User_269,Shoulder Press,12,5
User_269,Tricep Dips,11,4
User_269,Tricep Dips,8,5
User_269,Bench Press,7,3
User_270,Squats,8,3
User_270,Bench Press,7,3
User_270,Tricep Dips,7,5
User_270,Plank,11,2
User_270,Leg Press,9,5
User_271,Bicep Curls,8,5
User_271,Tricep Dips,14,2
User_271,Bicep Curls,6,5
User_271,Push-Ups,11,3
User_271,Deadlifts,7,4
User_272,Bicep Curls,7,5
User_272,Lunges,14,5
User_272,Plank,13,4
User_272,Leg Press,14,3
User_272,Tricep Dips,13,2
User_273,Leg Press,6,5
User_273,Deadlifts,12,5
User_273,Shoulder Press,11,5
User_273,Squats,15,2
User_273,Plank,12,2
User_274,Bench Press,9,5
User_274,Plank,9,5
User_274,Deadlifts,11,5
User_274,Tricep Dips,13,4
User_274,Squats,13,3
User_275,Leg Press,15,4
User_275,Shoulder Press,11,4
User_275,Squats,6,5
User_275,Bicep Curls,9,2
User_275,Squats,13,5
User_276,Shoulder Press,7,2
User_276,Plank,8,5
User_276,Lunges,7,3
User_276,Lunges,13,5
User_276,Leg Press,11,2
User_277,Bicep Curls,13,3
User_277,Squats,5,4
User_277,Bench Press,7,2
User_277,Shoulder Press,6,5
User_277,Shoulder Press,7,5
User_278,Plank,5,3
User_278,Deadlifts,10,3
User_278,Tricep Dips,13,5
User_278,Bicep Curls,5,3
User_278,Bicep Curls,14,3
User_279,Squats,15,2
User_279,Deadlifts,10,5
User_279,Push-Ups,9,4
User_279,Shoulder Press,12,3
User_279,Deadlifts,5,3
User_280,Plank,5,2
User_280,Bicep Curls,12,4
User_280,Lunges,9,3
User_280,Shoulder Press,14,5
User_280,Leg Press,8,4
User_281,Push-Ups,8,4
User_281,Shoulder Press,13,5
User_281,Leg Press,7,2
User_281,Leg Press,11,4
User_281,Push-Ups,8,5
User_282,Shoulder Press,10,5
User_282,Squats,7,4
User_282,Lunges,14,2
User_282,Tricep Dips,14,3
User_282,Deadlifts,13,5
User_283,Push-Ups,13,3
User_283,Squats,5,2
User_283,Deadlifts,8,3
User_283,Shoulder Press,10,3
User_283,Plank,14,4
User_284,Squats,8,2
User_284,Bench Press,10,3
User_284,Bicep Curls,8,3
User_284,Tricep Dips,13,5
User_284,Leg Press,5,3
User_285,Bench Press,6,4
User_285,Squats,12,2
User_285,Deadlifts,11,4
User_285,Bicep Curls,7,3
User_285,Plank,6,4
User_286,Tricep Dips,6,2
User_286,Shoulder Press,15,4
User_286,Deadlifts,11,2
User_286,Bench Press,11,5
User_286,Leg Press,10,3
User_287,Shoulder Press,5,5
User_287,Bicep Curls,11,4
User_287,Push-Ups,5,3
User_287,Shoulder Press,15,3
User_287,Tricep Dips,5,5
User_288,Plank,13,4
User_288,Tricep Dips,9,2
User_288,Lunges,6,4
User_288,Squats,6,5
User_288,Deadlifts,10,5
User_289,Shoulder Press,14,4
User_289,Lunges,10,4
User_289,Lunges,15,5
User_289,Push-Ups,11,4
User_289,Plank,14,4
User_290,Squats,12,3
User_290,Bicep Curls,14,3
User_290,Shoulder Press,11,4
User_290,Bench Press,10,2
User_290,Bench Press,6,2
User_291,Leg Press,15,2
User_291,Bicep Curls,7,5
User_291,Plank,12,3
User_291,Push-Ups,14,3
User_291,Plank,5,4
User_292,Deadlifts,11,3
User_292,Leg Press,9,5
User_292,Bicep Curls,12,5
User_292,Deadlifts,11,5
User_292,Plank,14,3
User_293,Lunges,12,5
User_293,Bench Press,15,4
User_293,Plank,8,5
User_293,Shoulder Press,13,3
User_293,Bench Press,13,5
User_294,Leg Press,5,4
User_294,Lunges,7,2
User_294,Tricep Dips,14,3
User_294,Deadlifts,7,5
User_294,Push-Ups,6,2
User_295,Bench Press,13,4
User_295,Plank,8,5
User_295,Push-Ups,12,4
User_295,Deadlifts,5,4
User_295,Leg Press,12,4
User_296,Leg Press,12,2
User_296,Shoulder Press,11,4
User_296,Leg Press,9,3
User_296,Leg Press,7,4
User_296,Lunges,5,3
User_297,Lunges,5,4
User_297,Plank,15,4
User_297,Push-Ups,7,3
User_297,Shoulder Press,11,2
User_297,Push-Ups,7,4
User_298,Tricep Dips,6,2
User_298,Bench Press,6,2
User_298,Bench Press,11,3
User_298,Shoulder Press,9,4
User_298,Bench Press,14,4
User_299,Squats,12,4
User_299,Tricep Dips,15,5
User_299,Bench Press,6,4
User_299,Plank,13,5
User_299,Bicep Curls,7,3
User_300,Bicep Curls,13,5
User_300,Bicep Curls,9,3
User_300,Shoulder Press,8,2
User_300,Tricep Dips,5,5
User_300,Push-Ups,8,4
User_301,Tricep Dips,14,4
User_301,Bench Press,12,2
User_301,Squats,7,4
User_301,Bicep Curls,13,3
User_301,Leg Press,9,3
User_302,Deadlifts,10,2
User_302,Push-Ups,6,5
User_302,Deadlifts,13,4
User_302,Bicep Curls,14,4
User_302,Bench Press,13,5
User_303,Bicep Curls,13,2
User_303,Deadlifts,15,4
User_303,Tricep Dips,6,5
User_303,Squats,11,3
User_303,Bench Press,8,5
User_304,Plank,6,5
User_304,Shoulder Press,8,5
User_304,Bicep Curls,14,2
User_304,Leg Press,9,2
User_304,Bicep Curls,15,3
User_305,Squats,14,2
User_305,Push-Ups,13,4
User_305,Deadlifts,12,5
User_305,Plank,14,2
User_305,Leg Press,6,2
User_306,Bench Press,14,4
User_306,Lunges,13,3
User_306,Plank,9,5
User_306,Squats,14,5
User_306,Tricep Dips,11,4
User_307,Squats,12,4
User_307,Bench Press,13,5
User_307,Bicep Curls,10,3
User_307,Deadlifts,15,3
User_307,Deadlifts,15,4
User_308,Shoulder Press,10,5
User_308,Deadlifts,14,3
User_308,Deadlifts,15,5
User_308,Plank,6,3
User_308,Plank,14,3
User_309,Push-Ups,5,5
User_309,Shoulder Press,14,4
User_309,Lunges,6,2
User_309,Squats,7,4
User_309,Bench Press,14,3
User_310,Bicep Curls,6,4
User_310,Shoulder Press,6,5
User_310,Shoulder Press,10,4
User_310,Push-Ups,13,3
User_310,Deadlifts,15,5
User_311,Leg Press,6,2
User_311,Plank,6,3
User_311,Plank,11,4
User_311,Bench Press,10,3
User_311,Squats,9,2
User_312,Shoulder Press,11,5
User_312,Tricep Dips,14,2
User_312,Deadlifts,11,2
User_312,Shoulder Press,13,3
User_312,Plank,7,4
User_313,Lunges,10,4
User_313,Squats,6,2
User_313,Squats,13,2
User_313,Push-Ups,6,2
User_313,Tricep Dips,14,4
User_314,Push-Ups,8,5
User_314,Shoulder Press,12,3
User_314,Tricep Dips,9,4
User_314,Squats,6,5
User_314,Push-Ups,8,5
User_315,Leg Press,10,3
User_315,Plank,10,3
User_315,Push-Ups,15,5
User_315,Squats,6,4
User_315,Shoulder Press,8,3
User_316,Leg Press,12,3
User_316,Bicep Curls,6,2
User_316,Squats,8,5
User_316,Leg Press,12,4
User_316,Push-Ups,13,5
User_317,Deadlifts,12,5
User_317,Deadlifts,15,4
User_317,Bench Press,10,4
User_317,Bench Press,6,4
User_317,Bicep Curls,15,2
User_318,Plank,13,3
User_318,Shoulder Press,7,3
User_318,Deadlifts,8,4
User_318,Shoulder Press,8,4
User_318,Deadlifts,15,3
User_319,Leg Press,9,5
User_319,Lunges,7,3
User_319,Squats,5,2
User_319,Tricep Dips,11,4
User_319,Tricep Dips,7,2
User_320,Tricep Dips,7,3
User_320,Bench Press,10,4
User_320,Tricep Dips,6,5
User_320,Deadlifts,15,3
User_320,Bicep Curls,6,4
User_321,Deadlifts,15,3
User_321,Leg Press,12,2
User_321,Lunges,11,2
User_321,Leg Press,15,5
User_321,Shoulder Press,7,2
User_322,Lunges,5,2
User_322,Bicep Curls,8,5
User_322,Deadlifts,14,4
User_322,Squats,12,2
User_322,Shoulder Press,11,3
User_323,Push-Ups,7,5
User_323,Plank,7,2
User_323,Tricep Dips,14,4
User_323,Push-Ups,13,3
User_323,Deadlifts,13,5
User_324,Deadlifts,15,2
User_324,Bicep Curls,5,4
User_324,Leg Press,11,2
User_324,Bench Press,5,4
User_324,Bicep Curls,13,2
User_325,Leg Press,7,3
User_325,Deadlifts,9,3
User_325,Squats,7,4
User_325,Deadlifts,8,4
User_325,Bench Press,10,3
User_326,Plank,14,4
User_326,Shoulder Press,14,2
User_326,Lunges,15,4
User_326,Lunges,5,3
User_326,Plank,10,2
User_327,Push-Ups,9,5
User_327,Bicep Curls,14,2
User_327,Plank,10,5
User_327,Shoulder Press,6,3
User_327,Push-Ups,8,5
User_328,Bicep Curls,7,3
User_328,Squats,6,4
User_328,Bench Press,6,3
User_328,Bicep Curls,14,5
User_328,Shoulder Press,14,5
User_329,Bench Press,7,2
User_329,Shoulder Press,13,3
User_329,Leg Press,12,4
User_329,Deadlifts,8,4
User_329,Bicep Curls,7,2
User_330,Lunges,8,2
User_330,Leg Press,14,2
User_330,Leg Press,15,5
User_330,Tricep Dips,9,5
User_330,Bench Press,8,5
User_331,Deadlifts,5,4
User_331,Leg Press,5,4
User_331,Deadlifts,11,2
User_331,Plank,12,3
User_331,Bench Press,12,4
User_332,Shoulder Press,6,5
User_332,Bicep Curls,5,5
User_332,Deadlifts,12,4
User_332,Plank,9,2
User_332,Bicep Curls,11,5
User_333,Bench Press,14,3
User_333,Plank,7,2
User_333,Squats,11,5
User_333,Shoulder Press,9,4
User_333,Bench Press,12,5
User_334,Tricep Dips,13,4
User_334,Plank,8,5
User_334,Shoulder Press,14,2
User_334,Deadlifts,13,4
User_334,Bicep Curls,9,2
User_335,Tricep Dips,7,5
User_335,Shoulder Press,5,5
User_335,Push-Ups,14,5
User_335,Deadlifts,12,3
User_335,Bench Press,5,3
User_336,Push-Ups,10,3
User_336,Plank,9,2
User_336,Bicep Curls,13,3
User_336,Tricep Dips,9,3
User_336,Bench Press,7,2
User_337,Plank,10,4
User_337,Deadlifts,7,2
User_337,Shoulder Press,9,5
User_337,Bench Press,9,3
User_337,Lunges,15,4
User_338,Lunges,10,5
User_338,Tricep Dips,7,5
User_338,Tricep Dips,12,4
User_338,Squats,10,3
User_338,Tricep Dips,5,4
User_339,Lunges,7,5
User_339,Push-Ups,15,3
User_339,Push-Ups,11,2
User_339,Deadlifts,7,2
User_339,Plank,10,3
User_340,Plank,11,3
User_340,Bicep Curls,11,3
User_340,Shoulder Press,6,5
User_340,Push-Ups,15,3
User_340,Squats,9,2
User_341,Bench Press,7,3
User_341,Bicep Curls,13,3
User_341,Bicep Curls,15,4
User_341,Tricep Dips,10,4
User_341,Tricep Dips,5,4
User_342,Bicep Curls,14,5
User_342,Tricep Dips,13,5
User_342,Lunges,7,5
User_342,Tricep Dips,13,4
User_342,Push-Ups,5,2
User_343,Bench Press,10,4
User_343,Plank,8,5
User_343,Lunges,7,2
User_343,Bench Press,5,5
User_343,Squats,14,5
User_344,Push-Ups,13,5
User_344,Tricep Dips,7,5
User_344,Deadlifts,13,5
User_344,Push-Ups,9,2
User_344,Tricep Dips,11,5
User_345,Lunges,14,5
User_345,Deadlifts,11,4
User_345,Bicep Curls,5,4
User_345,Plank,15,3
User_345,Tricep Dips,9,4
User_346,Squats,15,5
User_346,Bench Press,6,5
User_346,Deadlifts,8,5
User_346,Bicep Curls,6,5
User_346,Tricep Dips,6,5
User_347,Push-Ups,8,4
User_347,Push-Ups,10,2
User_347,Shoulder Press,15,2
User_347,Leg Press,12,2
User_347,Squats,12,4
User_348,Squats,10,3
User_348,Deadlifts,7,3
User_348,Leg Press,8,5
User_348,Bicep Curls,9,3
User_348,Bicep Curls,12,5
User_349,Squats,14,5
User_349,Bench Press,13,4
User_349,Tricep Dips,7,4
User_349,Bench Press,12,3
User_349,Tricep Dips,13,4
User_350,Plank,11,5
User_350,Plank,10,2
User_350,Tricep Dips,7,3
User_350,Shoulder Press,7,2
User_350,Plank,5,5
User_351,Bench Press,12,3
User_351,Deadlifts,13,5
User_351,Shoulder Press,13,2
User_351,Lunges,9,5
User_351,Deadlifts,9,2
User_352,Plank,14,5
User_352,Bench Press,7,5
User_352,Bench Press,6,3
User_352,Lunges,14,5
User_352,Plank,6,5
User_353,Deadlifts,7,2
User_353,Tricep Dips,7,4
User_353,Shoulder Press,14,4
User_353,Push-Ups,14,5
User_353,Shoulder Press,9,2
User_354,Plank,11,2
User_354,Shoulder Press,9,3
User_354,Push-Ups,15,2
User_354,Lunges,9,3
User_354,Lunges,13,4
User_355,Bench Press,8,2
User_355,Shoulder Press,8,5
User_355,Deadlifts,5,5
User_355,Bench Press,13,2
User_355,Plank,6,2
User_356,Bicep Curls,9,4
User_356,Bench Press,14,2
User_356,Plank,5,3
User_356,Bench Press,11,2
User_356,Tricep Dips,8,3
User_357,Push-Ups,7,3
User_357,Tricep Dips,5,4
User_357,Leg Press,13,3
User_357,Lunges,14,2
User_357,Squats,10,4
User_358,Plank,9,4
User_358,Shoulder Press,5,5
User_358,Leg Press,13,4
User_358,Bicep Curls,8,4
User_358,Leg Press,12,4
User_359,Deadlifts,12,5
User_359,Tricep Dips,13,3
User_359,Lunges,9,5
User_359,Bicep Curls,5,5
User_359,Lunges,10,4
User_360,Tricep Dips,10,3
User_360,Tricep Dips,8,4
User_360,Tricep Dips,6,3
User_360,Bicep Curls,9,4
User_360,Plank,6,4
User_361,Push-Ups,15,5
User_361,Push-Ups,8,5
User_361,Tricep Dips,11,5
User_361,Leg Press,15,3
User_361,Leg Press,9,5
User_362,Plank,12,5
User_362,Tricep Dips,15,4
User_362,Shoulder Press,15,4
User_362,Lunges,14,5
User_362,Plank,10,5
User_363,Push-Ups,10,2
User_363,Bench Press,9,2
User_363,Lunges,14,2
User_363,Leg Press,13,5
User_363,Push-Ups,8,2
User_364,Tricep Dips,15,5
User_364,Bench Press,7,5
User_364,Deadlifts,7,5
User_364,Plank,10,4
User_364,Deadlifts,15,5
User_365,Shoulder Press,9,3
User_365,Lunges,10,5
User_365,Lunges,11,4
User_365,Plank,15,2
User_365,Squats,15,2
User_366,Lunges,5,3
User_366,Bench Press,10,2
User_366,Bicep Curls,8,4
User_366,Squats,7,5
User_366,Bicep Curls,5,5
User_367,Deadlifts,10,5
User_367,Squats,6,4
User_367,Deadlifts,8,4
User_367,Push-Ups,6,2
User_367,Plank,5,2
User_368,Shoulder Press,12,3
User_368,Leg Press,15,2
User_368,Leg Press,11,4
User_368,Squats,13,2
User_368,Deadlifts,9,4
User_369,Leg Press,8,4
User_369,Plank,11,2
User_369,Lunges,8,5
User_369,Bench Press,15,3
User_369,Squats,7,2
User_370,Bench Press,7,3
User_370,Tricep Dips,14,5
User_370,Push-Ups,12,2
User_370,Deadlifts,8,5
User_370,Bicep Curls,5,3
User_371,Tricep Dips,10,2
User_371,Shoulder Press,10,4
User_371,Tricep Dips,11,2
User_371,Deadlifts,9,3
User_371,Squats,7,3
User_372,Squats,13,3
User_372,Shoulder Press,10,3
User_372,Push-Ups,14,3
User_372,Squats,13,4
User_372,Bench Press,14,4
User_373,Push-Ups,14,4
User_373,Lunges,10,2
User_373,Bicep Curls,11,2
User_373,Bicep Curls,10,3
User_373,Bench Press,12,2
User_374,Bicep Curls,13,5
User_374,Shoulder Press,7,3
User_374,Shoulder Press,15,2
User_374,Leg Press,9,3
User_374,Push-Ups,12,5
User_375,Push-Ups,14,4
User_375,Bicep Curls,10,4
User_375,Leg Press,5,4
User_375,Deadlifts,15,5
User_375,Leg Press,13,4
User_376,Shoulder Press,9,4
User_376,Deadlifts,14,4
User_376,Plank,9,3
User_376,Squats,8,2
User_376,Bench Press,8,5
User_377,Squats,11,4
User_377,Bench Press,6,5
User_377,Squats,8,3
User_377,Plank,12,4
User_377,Deadlifts,10,5
User_378,Lunges,7,3
User_378,Deadlifts,15,3
User_378,Squats,6,5
User_378,Squats,7,4
User_378,Leg Press,9,4
User_379,Plank,9,4
User_379,Leg Press,5,5
User_379,Shoulder Press,9,3
User_379,Bench Press,6,2
User_379,Squats,10,4
User_380,Deadlifts,8,3
User_380,Deadlifts,10,3
User_380,Bicep Curls,5,5
User_380,Plank,5,2
User_380,Lunges,9,2
User_381,Squats,14,4
User_381,Shoulder Press,6,5
User_381,Deadlifts,11,2
User_381,Shoulder Press,12,5
User_381,Bench Press,14,3
User_382,Lunges,12,2
User_382,Squats,12,4
User_382,Deadlifts,10,2
User_382,Leg Press,12,2
User_382,Squats,11,2
User_383,Push-Ups,15,5
User_383,Plank,11,3
User_383,Plank,13,2
User_383,Bicep Curls,6,3
User_383,Shoulder Press,6,3
User_384,Plank,14,2
User_384,Leg Press,8,5
User_384,Leg Press,8,3
User_384,Leg Press,14,2
User_384,Plank,14,2
User_385,Push-Ups,12,2
User_385,Shoulder Press,12,5
User_385,Shoulder Press,7,5
User_385,Lunges,8,3
User_385,Deadlifts,8,4
User_386,Deadlifts,8,4
User_386,Leg Press,14,2
User_386,Tricep Dips,11,2
